id|language|text
buscaEmpresaRE_B31480213|ES|B31480213 - TRANSPORTES ARANZADI E HIJOS SL
buscaEmpresaRE_B31491095|ES|B31491095 - INTEGRACION DE SERVICIOS NAVARROS SL
buscaEmpresaRE_B31494578|ES|B31494578 - SERVICIOS VASCONAVARROS DE ALIMENTACION Y     LIMPIEZA SL
buscaEmpresaRE_B31499577|ES|B31499577 - NASIPA SL
buscaEmpresaRE_B31506025|ES|B31506025 - FM LOGISTIC IBERICA SL
buscaEmpresaRE_B31516388|ES|B31516388 - ARGA SPORT SOLUTIONS SL
buscaEmpresaRE_B31516404|ES|B31516404 - GLOBAL SERVICIOS CULTURALES SL
buscaEmpresaRE_B31521560|ES|B31521560 - GUREAK NAVARRA SLU
buscaEmpresaRE_B31531015|ES|B31531015 - EMPRESA DE CONTRATACION GRUPOTEM EMPRESA DE   TRABAJO TEMPORAL SL
buscaEmpresaRE_B31556509|ES|B31556509 - TRANSJALA SL
buscaEmpresaRE_B31561608|ES|B31561608 - NASERMO SL
buscaEmpresaRE_B31563935|ES|B31563935 - MAIER NAVARRA SL
buscaEmpresaRE_B31577406|ES|B31577406 - VENTA PEIO SL
buscaEmpresaRE_B31581127|ES|B31581127 - GESPORT GESTION DEPORTIVA SL
buscaEmpresaRE_B31591456|ES|B31591456 - PROYSER PROYECTOS Y SERVICIOS ETT SL
buscaEmpresaRE_B31592223|ES|B31592223 - CEREALES SANTESTEBAN SL
buscaEmpresaRE_B31595796|ES|B31595796 - SERDAVI SL
buscaEmpresaRE_B31602568|ES|B31602568 - CAMPOMEJANA SL
buscaEmpresaRE_B31607682|ES|B31607682 - LACTEOS DE NAVARRA SL
buscaEmpresaRE_B31613599|ES|B31613599 - INTEGRACION SERVICIOS NUEVOS SL
buscaEmpresaRE_B31614035|ES|B31614035 - SAPA PROFILES NAVARRA SL                      SL
buscaEmpresaRE_B31619570|ES|B31619570 - TRUCK AND WHEEL SL
buscaEmpresaRE_B31620594|ES|B31620594 - VICASTELAR SERVICIOS SL
buscaEmpresaRE_B31625544|ES|B31625544 - GANADOS MENDIBURU SL
buscaEmpresaRE_B31626153|ES|B31626153 - INTEGRACION LOGISTICA Y SERVICIOS NAVARROS SL
buscaEmpresaRE_B31627144|ES|B31627144 - PELZER DEL NORTE SL
buscaEmpresaRE_B31631062|ES|B31631062 - LASER EBRO SL
buscaEmpresaRE_B31632490|ES|B31632490 - ISRINGHAUSEN SPAIN, S.L.
buscaEmpresaRE_B31632664|ES|B31632664 - CARREFOUR NAVARRA SL
buscaEmpresaRE_B31635998|ES|B31635998 - LA CASA DEL ACEITE SL
buscaEmpresaRE_B31637010|ES|B31637010 - ALMENDRAS NICETO SL
buscaEmpresaRE_B31638273|ES|B31638273 - SANITAS RESIDENCIAL DE NAVARRA SL
buscaEmpresaRE_B31646649|ES|B31646649 - KOXKA TECHNOLOGIES SL
buscaEmpresaRE_B31656077|ES|B31656077 - SERVICIOS DE ACTIVIDADES FISICAS URDI SL
buscaEmpresaRE_B31670557|ES|B31670557 - GANADOS TXOMIN SL
buscaEmpresaRE_B31671803|ES|B31671803 - SUMINISTROS Y SERVICIOS UNIFICADOS DE CARROCE RIA SL
buscaEmpresaRE_B31702566|ES|B31702566 - CEREALES PARMA SL
buscaEmpresaRE_B31703796|ES|B31703796 - AMMA NAVARRA SLU
buscaEmpresaRE_B31712904|ES|B31712904 - DONZALDI SL
buscaEmpresaRE_B31714173|ES|B31714173 - MUCINA 2001 SLL
buscaEmpresaRE_B31719248|ES|B31719248 - ESQUISABEL SERVICIOS NAVARRA SL
buscaEmpresaRE_B31730740|ES|B31730740 - XANTELMAR SL
buscaEmpresaRE_B31744709|ES|B31744709 - GRAFTECH IBERICA SL
buscaEmpresaRE_B31750573|ES|B31750573 - HACIENDA Y VIÑEDOS MARQUES DEL ATRIO SL
buscaEmpresaRE_B31775067|ES|B31775067 - GENERAL MILLS SAN ADRIAN SL
buscaEmpresaRE_B31782006|ES|B31782006 - GANADOS BARBERENA SL
buscaEmpresaRE_B31790108|ES|B31790108 - HELPHONE SERVICIOS INFORMATICOS SL
buscaEmpresaRE_B31796113|ES|B31796113 - PALACIO CASTILLO DE GORRAIZ SL
buscaEmpresaRE_B31798929|ES|B31798929 - IBERICA DE SUSPENSIONES SL
buscaEmpresaRE_B31806136|ES|B31806136 - INLEMAZ SL
buscaEmpresaRE_B31820194|ES|B31820194 - INNOVACION Y DESARROLLO ASISTENCIAL SL
buscaEmpresaRE_B31825953|ES|B31825953 - CEREALES MILOAL SLU
buscaEmpresaRE_B31828072|ES|B31828072 - PRODUCCIONES VEGETALES DIFERENCIADAS SL
buscaEmpresaRE_B31835150|ES|B31835150 - TI AUTOMOTIVE PAMPLONA SL
buscaEmpresaRE_B31843105|ES|B31843105 - INTARRE SL
buscaEmpresaRE_B31843956|ES|B31843956 - GESWORK GESTORIA LABORAL E.T.T. SL
buscaEmpresaRE_B31845373|ES|B31845373 - IBERTISSUE SL
buscaEmpresaRE_B31860588|ES|B31860588 - GESTEMPO 2005 ETT SL
buscaEmpresaRE_B31865181|ES|B31865181 - FRATENA 2005 SL
buscaEmpresaRE_B31867534|ES|B31867534 - AUTORECARGA SL
buscaEmpresaRE_B31877855|ES|B31877855 - SAMARIVED SL
buscaEmpresaRE_B31878465|ES|B31878465 - PERFILES DE PRECISION SL
buscaEmpresaRE_B31879117|ES|B31879117 - ARPA ABOGADOS Y CONSULTORES SL
buscaEmpresaRE_B31888027|ES|B31888027 - BIOMASA SANGUESA SL
buscaEmpresaRE_B31890205|ES|B31890205 - GAMESA INNOVATION AND TECHNOLOGY SL
buscaEmpresaRE_B31891906|ES|B31891906 - ZALAIN TRANSFORMADOS SL
buscaEmpresaRE_B31895881|ES|B31895881 - RIBERFLOR HORTICOLA SL
buscaEmpresaRE_B31896277|ES|B31896277 - INSTALACIONES DEPORTIVAS MAS QUATRO SL
buscaEmpresaRE_B31907322|ES|B31907322 - LESMARC DISTRIBUCIONES SL
buscaEmpresaRE_B31907330|ES|B31907330 - GAMESA EOLICA SL
buscaEmpresaRE_B31912603|ES|B31912603 - ANDOTRANS S.XXI SLU
buscaEmpresaRE_B31913122|ES|B31913122 - GUARDIAN INDUSTRIES NAVARRA SL
buscaEmpresaRE_B31919210|ES|B31919210 - PROTECCION Y SERVICIOS NAVARROS SL
buscaEmpresaRE_B31920705|ES|B31920705 - FAURECIA EMISSIONS CONTROL TECHNOLOGIES PAMPL ONA SL
buscaEmpresaRE_B31973258|ES|B31973258 - MAHER CATERING 2010 S.L.
buscaEmpresaRE_B33228396|ES|B33228396 - AZVASE SL
buscaEmpresaRE_B39322177|ES|B39322177 - HIPER COSTA ESMERALDA SL
buscaEmpresaRE_B48758890|ES|B48758890 - SERVISAR SERVICIOS SOCIALES SL
buscaEmpresaRE_B48942619|ES|B48942619 - TABOADA GRUPO ALIMENTARIO SL
buscaEmpresaRE_B50046564|ES|B50046564 - SERUNION NORTE SL
buscaEmpresaRE_B50790757|ES|B50790757 - REHAVITAL SERVICIOS DE TERAPIA OCUPACIONAL SL
buscaEmpresaRE_B58511882|ES|B58511882 - NH HOTELES ESPAÑA SL
buscaEmpresaRE_B60336989|ES|B60336989 - IMAN TEMPORING EMPRESA DE TRABAJO TEMPORAL SL
buscaEmpresaRE_B60359726|ES|B60359726 - ARAMARK SERVICIOS DE CATERING SL
buscaEmpresaRE_B60579232|ES|B60579232 - TEMPORING EMPRESA DE TRABAJO TEMPORAL SL
buscaEmpresaRE_B60654365|ES|B60654365 - IBEREMBAL SL
buscaEmpresaRE_B62096177|ES|B62096177 - HUNTSMAN ADVANCED MATERIALS (SPAIN) SL
buscaEmpresaRE_B62294939|ES|B62294939 - VEGA MAYOR SL
buscaEmpresaRE_B63515373|ES|B63515373 - INDUSTRIAS JAYAN SL
buscaEmpresaRE_B63969935|ES|B63969935 - ENERGIAS RENOVABLES OPERACION & MANTENIMIENTO SL
buscaEmpresaRE_B64687916|ES|B64687916 - TRADISA GREENPARC SL
buscaEmpresaRE_B71016125|ES|B71016125 - B S COCINADOS SL
buscaEmpresaRE_B71039002|ES|B71039002 - INSTITUTO CIENTIFICO DE INNOVACION Y TECNOLOG IAS APLICADAS DE NAVARRA SL
buscaEmpresaRE_B71058184|ES|B71058184 - ZALDAIN SL
buscaEmpresaRE_B71064026|ES|B71064026 - ULTRACONGELADOS DE LA RIBERA SL
buscaEmpresaRE_B71068795|ES|B71068795 - AGROCADREITA SL
buscaEmpresaRE_B71069876|ES|B71069876 - CENTRO EUROPEO DE EMPRESAS E INNOVACION DE NA VARRA SL
buscaEmpresaRE_B71072029|ES|B71072029 - SETENASA GESTION SL
buscaEmpresaRE_B78210747|ES|B78210747 - TRW AUTOMOTIVE ESPAñA SL
buscaEmpresaRE_B81936148|ES|B81936148 - NEWARK SAN ANDRES SL
buscaEmpresaRE_B81936189|ES|B81936189 - BERTAKO SL
buscaEmpresaRE_B83875427|ES|B83875427 - PRIMARK TIENDAS SL
buscaEmpresaRE_B84818442|ES|B84818442 - LEROY MERLIN ESPAÑA SL
buscaEmpresaRE_B92956689|ES|B92956689 - MADIGUN SL EN CONSTITUCION
buscaEmpresaRE_B95177051|ES|B95177051 - DAPARGEL SL
buscaEmpresaRE_B96540497|ES|B96540497 - ARCELORMITTAL AMDS PROCESSING SL
buscaEmpresaRE_D31235260|ES|D31235260 - GEORGIA-PACIFIC EMEA SPRL. S. COM P.A.
buscaEmpresaRE_E31157704|ES|E31157704 - ESANDI ITOIZ CAMINO FELIPE JUAN JOSE Y PAULA
buscaEmpresaRE_E31391089|ES|E31391089 - ARIZTIA M CARMEN GOñI LUIS Y OSACAR M ANTONIA
buscaEmpresaRE_F08492464|ES|F08492464 - SERVICARNE S COOP CL                          IFES
buscaEmpresaRE_F20033361|ES|F20033361 - EROSKI S. COOP.
buscaEmpresaRE_F31014897|ES|F31014897 - SOCIEDAD COOPERATIVA AGRICOLA EL SASO
buscaEmpresaRE_F31016140|ES|F31016140 - COOPERATIVA AGRICOLA DE ARTAJONA
buscaEmpresaRE_F31018476|ES|F31018476 - BODEGAS SAN GREGORIO S.COOP.
buscaEmpresaRE_F31018617|ES|F31018617 - AGRICOLA SANTO CRISTO S. COOP.
buscaEmpresaRE_F31019060|ES|F31019060 - COOPERATIVA DEL CAMPO SCOOP DE LODOSA
buscaEmpresaRE_F31019276|ES|F31019276 - SOCIEDAD COOPERATIVA AGRICOLA SAN ESTEBAN
buscaEmpresaRE_F31020589|ES|F31020589 - VALLE DE ODIETA SCL
buscaEmpresaRE_F31020696|ES|F31020696 - SOCIEDAD COOPERATIVA SAN ISIDRO DE PERALTA
buscaEmpresaRE_F31020753|ES|F31020753 - AGRICOLA SAN BLAS DE RIBAFORADA SOCIEDAD COOPERATI
buscaEmpresaRE_F31020860|ES|F31020860 - SOCIEDAD COOPERATIVA AGROPECUARIA LA SARDA
buscaEmpresaRE_F31021140|ES|F31021140 - SOCIEDAD COOPERATIVA DEL CAMPO SAN ISIDRO
buscaEmpresaRE_F31021371|ES|F31021371 - AGRICOLA SAN ISIDRO DE CARCASTILLO SCL
buscaEmpresaRE_F31021611|ES|F31021611 - CAJA RURAL DE NAVARRA S C LIMITADA DE CREDITO
buscaEmpresaRE_F31021835|ES|F31021835 - BODEGA COOPERATIVA NUESTRA SEñORA DEL ROSARIO
buscaEmpresaRE_F31021868|ES|F31021868 - BODEGA COOPERATIVA SAN SEBASTIAN
buscaEmpresaRE_F31022007|ES|F31022007 - BODEGA COOPERATIVA NUESTRA SEñORA DEL ROMERO
buscaEmpresaRE_F31022015|ES|F31022015 - BODEGA CIRBONERA SOCIEDAD COOPERATIVA LIMIT
buscaEmpresaRE_F31022304|ES|F31022304 - BODEGAS CAMPOS DE ENANZO S. COOP.
buscaEmpresaRE_F31022429|ES|F31022429 - BODEGA COOPERATIVA SAN MARTIN
buscaEmpresaRE_F31022494|ES|F31022494 - BODEGAS SANTA MARIA MAGDALENA S COOP
buscaEmpresaRE_F31022650|ES|F31022650 - TRUJAL COOPERATIVO NUESTRA SEñORA DEL VILLAR
buscaEmpresaRE_F31022692|ES|F31022692 - TRUJAL COOPERATIVO SANTA MARIA DE LA BARDA
buscaEmpresaRE_F31022726|ES|F31022726 - SOCIEDAD COOPERATIVA SAN MIGUEL TRUJAL        DE LARRAGA
buscaEmpresaRE_F31023062|ES|F31023062 - COOPERATIVA AGRICOLA SANTA BARBARA
buscaEmpresaRE_F31065121|ES|F31065121 - SAKANA SCI
buscaEmpresaRE_F31074081|ES|F31074081 - SOCIEDAD COOPERATIVA DE ENSEñANZA SAN CERNIN
buscaEmpresaRE_F31082001|ES|F31082001 - SOCIEDAD COOPERATIVA LIMITADA CEREALISTA DE YERRI
buscaEmpresaRE_F31084726|ES|F31084726 - SOCIEDAD COOPERATIVA LITXARRA
buscaEmpresaRE_F31097280|ES|F31097280 - A N S. COOP.
buscaEmpresaRE_F31098908|ES|F31098908 - COOPERATIVA ENSEñANZA PAZ DE CIGANDA
buscaEmpresaRE_F31128382|ES|F31128382 - SOCIEDAD COOPERATIVA LIMITADA CEREALISTA DE URROZ
buscaEmpresaRE_F31134760|ES|F31134760 - SOCIEDAD COOPERATIVA L CEREALISTA EL ARGA
buscaEmpresaRE_F31136294|ES|F31136294 - SIERRA DE LEYRE CEREALISTA SCL
buscaEmpresaRE_F31168404|ES|F31168404 - RIBEREGA S. COOP.
buscaEmpresaRE_F31169717|ES|F31169717 - CEREALISTA EZKIBEL S.COOP
buscaEmpresaRE_F31175714|ES|F31175714 - SOCIEDAD COOPERATIVA LIMITADA CEREALISTA DE   CASEDA
buscaEmpresaRE_F31175755|ES|F31175755 - SOCIEDAD COOPERATIVA CEREALISTA ODRON
buscaEmpresaRE_F31178064|ES|F31178064 - SOCIEDAD COOPERATIVA LIMITADA VALDORBA
buscaEmpresaRE_F31181787|ES|F31181787 - S.COOP. LOQUIZ
buscaEmpresaRE_F31208002|ES|F31208002 - COOPERATIVA DEL VACUNO DE NAVARRA S. COOP.    LTDA.
buscaEmpresaRE_F31259633|ES|F31259633 - SOCIEDAD COOPERATIVA LOS REMEDIOS
buscaEmpresaRE_F31357320|ES|F31357320 - MANUFACTURAS DEL ALUMINIO PAMPLONA SECTOR AUTOMOCI
buscaEmpresaRE_F31389372|ES|F31389372 - SOCIEDAD COOPERATIVA AGRARIA ORVALAIZ
buscaEmpresaRE_F31399314|ES|F31399314 - SAN FERMIN IKASTOLA SOCIEDAD COOPERATIVA LIMI ADA
buscaEmpresaRE_F31409196|ES|F31409196 - TRUJAL MENDIA SOCIEDAD COOPERATIVA
buscaEmpresaRE_F31508567|ES|F31508567 - M P A SOCIEDAD COOPERATIVA
buscaEmpresaRE_F31520281|ES|F31520281 - AGRUNATRA S. COOP.
buscaEmpresaRE_F31600240|ES|F31600240 - FAGOR EDERLAN TAFALLA S. COOP.
buscaEmpresaRE_F31673858|ES|F31673858 - ALMAZARA DEL EBRO SOCIEDAD COOPERATIVA
buscaEmpresaRE_F31746621|ES|F31746621 - AGROCAPELU S COOP
buscaEmpresaRE_F31757735|ES|F31757735 - INSTALACIONES AISLAMIENTO Y PREFABRICADOS     SOCIEDAD COOPERATIVA
buscaEmpresaRE_F31876436|ES|F31876436 - KAMIRA SOCIEDAD COOPERATIVA DE INICIATIVA SOC IAL
buscaEmpresaRE_F31932726|ES|F31932726 - SAT 695-NA FRUTAS Y HORTALIZAS DE FONTELLAS
buscaEmpresaRE_F31950397|ES|F31950397 - AOIZ UNO S COOP
buscaEmpresaRE_F31980121|ES|F31980121 - ALIMENTOS SOCIEDAD COOPERATIVA
buscaEmpresaRE_F71036776|ES|F71036776 - TETC SOCIEDAD COOPERATIVA
buscaEmpresaRE_F75076935|ES|F75076935 - CAJA LABORAL POPULAR COOP DE CREDITO
buscaEmpresaRE_G08215824|ES|G08215824 - ASEPEYO MUTUA DE ACCIDENTES
buscaEmpresaRE_G28207017|ES|G28207017 - FREMAP MUTUA DE ACCIDENTES DE TRABAJO N 61
buscaEmpresaRE_G31002041|ES|G31002041 - MUTUAVENIR MUTUA DE SEGUROS Y REASEGUROS A    PRIMA FIJA DE PAMPLONA
buscaEmpresaRE_G31014186|ES|G31014186 - SANTA CASA MISERICORDIA
buscaEmpresaRE_G31024706|ES|G31024706 - ASOCIACION DE LA INDUSTRIA NAVARRA
buscaEmpresaRE_G31033533|ES|G31033533 - MUTUA NAVARRA
buscaEmpresaRE_G31058258|ES|G31058258 - ASOCIACION NAVARRA EN FAVOR DE LAS PERSONAS   CON DISCAPACIDAD INTELECTUAL
buscaEmpresaRE_G31058274|ES|G31058274 - ASOCIACION NAVARRA NUEVO FUTURO
buscaEmpresaRE_G31058613|ES|G31058613 - ASOCIACION DE AMIGOS DE LA UNIVERSIDAD DE NAV RRA
buscaEmpresaRE_G31077076|ES|G31077076 - UNION GENERAL DE TRABAJADORES DE NAVARRA
buscaEmpresaRE_G31080179|ES|G31080179 - CLUB ATLETICO OSASUNA
buscaEmpresaRE_G31083124|ES|G31083124 - COLEGIO MAYOR BELAGUA
buscaEmpresaRE_G31096928|ES|G31096928 - CENTRO NACIONAL DE TECNOLOGIA Y SEGURIDAD     ALIMENTARIA, LABORATORIO DEL EBRO
buscaEmpresaRE_G31166127|ES|G31166127 - FUNDACION EMPRESA UNIVERSIDAD DE NAVARRA
buscaEmpresaRE_G31187420|ES|G31187420 - FUNDACION PUBLICA MIGUEL SERVET
buscaEmpresaRE_G31351935|ES|G31351935 - FUNDACION TRAPEROS DE EMAUS
buscaEmpresaRE_G31603509|ES|G31603509 - FUNDACION UNIVERSIDAD-SOCIEDAD
buscaEmpresaRE_G31620396|ES|G31620396 - FUNDACION PABLO SARASATE
buscaEmpresaRE_G31679889|ES|G31679889 - FUNDACION CENER-CIEMAT
buscaEmpresaRE_G31725484|ES|G31725484 - FUNDACION ILUNDAIN HARITZ BERRI
buscaEmpresaRE_G31769417|ES|G31769417 - FUNDACION DE FORMACION Y EMPLEO NAVARRA FOREM -NAVARRA
buscaEmpresaRE_G31794654|ES|G31794654 - FUNDACION ASPACE NAVARRA PARA EL EMPLEO
buscaEmpresaRE_G31800576|ES|G31800576 - FUNDACION ASPACE NAVARRA RESIDENCIAL
buscaEmpresaRE_G31831050|ES|G31831050 - FUNDACION DINDAIA-DINDAIA FUNDAZIOA
buscaEmpresaRE_G50005321|ES|G50005321 - MAZ MUTUA DE ACCIDENTES DE TRABAJO Y ENFERME- DADES PROFESIONALES DE LA SEGUR SOC N. 11
buscaEmpresaRE_G64172513|ES|G64172513 - MUTUAL MIDAT CYCLOPS MUTUA DE ACCIDENTES DE   TRABAJO Y ENFERMEADES PROFESIONALES DE LA SEGURIDAD SOCIAL Nº 1
buscaEmpresaRE_G71026967|ES|G71026967 - ASOCIACION EDUCATIVA Y CULTURAL DEL COLEGIO   IRABIA-IZAGA
buscaEmpresaRE_G71068647|ES|G71068647 - FUNDACION XILEMA
buscaEmpresaRE_G78385416|ES|G78385416 - IFES
buscaEmpresaRE_G81939217|ES|G81939217 - IBERMUTUAMUR MATEPSS NUMERO 274
buscaEmpresaRE_G82198524|ES|G82198524 - FUNDACION PARA LA INVESTIGACION MEDICA APLICA DA
buscaEmpresaRE_G82287228|ES|G82287228 - FRATERNIDAD MUPRESPA MUTUA DE ACCIDENTES DE   TRABAJO Y ENFERMEDADES PROFESIONALES DE LA SEGURIDAD S
buscaEmpresaRE_P3101000B|ES|P3101000B - AYUNTAMIENTO DE ALSASUA-ALTSASU
buscaEmpresaRE_P3102300E|ES|P3102300E - AYUNTAMIENTO DE ARANGUREN
buscaEmpresaRE_P3107100D|ES|P3107100D - AYUNTAMIENTO DE CINTRUENIGO
buscaEmpresaRE_P3107600C|ES|P3107600C - AYUNTAMIENTO DE CORELLA
buscaEmpresaRE_P3108500D|ES|P3108500D - AYUNTAMIENTO DEL VALLE DE EGUES
buscaEmpresaRE_P3109600A|ES|P3109600A - AYUNTAMIENTO DE ESTELLA
buscaEmpresaRE_P3120100G|ES|P3120100G - AYUNTAMIENTO DE PAMPLONA
buscaEmpresaRE_P3120200E|ES|P3120200E - AYUNTAMIENTO DE PERALTA
buscaEmpresaRE_P3122700B|ES|P3122700B - AYUNTAMIENTO DE TAFALLA
buscaEmpresaRE_P3123200B|ES|P3123200B - AYUNTAMIENTO DE TUDELA
buscaEmpresaRE_P3125100B|ES|P3125100B - AYUNTAMIENTO DE VIANA
buscaEmpresaRE_P3125800G|ES|P3125800G - AYUNTAMIENTO DE VILLAVA
buscaEmpresaRE_P3126600J|ES|P3126600J - AYUNTAMIENTO DE BURLADA
buscaEmpresaRE_P3132500D|ES|P3132500D - AYUNTAMIENTO DE ANSOAIN
buscaEmpresaRE_P3138600F|ES|P3138600F - AYUNTAMIENTO DE BARAñAIN
buscaEmpresaRE_P3190300H|ES|P3190300H - AYUNTAMIENTO DE BERRIOZAR
buscaEmpresaRE_P3190700I|ES|P3190700I - AYUNTAMIENTO DE ZIZUR MAYOR
buscaEmpresaRE_Q2801660H|ES|Q2801660H - ADMINISTRADOR DE INFRAESTRUCTURAS FERROVIARIA S - ADIF
buscaEmpresaRE_Q2819009H|ES|Q2819009H - INSTITUTO NACIONAL DE EMPLEO MINISTERIO DE TR BAJO
buscaEmpresaRE_Q2826039F|ES|Q2826039F - INSTITUTO NACIONAL DE ESTADISTICA MEH
buscaEmpresaRE_Q2866001G|ES|Q2866001G - CRUZ ROJA ESPAñOLA
buscaEmpresaRE_Q2866004A|ES|Q2866004A - ORGANIZACION NACIONAL DE CIEGOS ESPAñOLES
buscaEmpresaRE_Q3109438F|ES|Q3109438F - ESCUELAS INFANTILES MUNICIPALES DE PAMPLONA
buscaEmpresaRE_Q3119001J|ES|Q3119001J - TESORERIA GENERAL DE LA SEGURIDAD SOCIAL      DIRECCION PROVINCIAL DE NAVARRA
buscaEmpresaRE_Q3119002H|ES|Q3119002H - INSTITUTO NACIONAL DE SEGURIDAD SOCIAL
buscaEmpresaRE_Q3150004D|ES|Q3150004D - SERVICIO NAVARRO DE SALUD-OSASUNBIDEA
buscaEmpresaRE_Q3150005A|ES|Q3150005A - AGENCIA NAVARRA  PARA LA AUTONOMIA DE LAS     PERSONAS
buscaEmpresaRE_Q3150012G|ES|Q3150012G - UNIVERSIDAD PUBLICA DE NAVARRA
buscaEmpresaRE_Q3150030I|ES|Q3150030I - INSTITUTO NAVARRO DE LA MUJER
buscaEmpresaRE_Q3150039J|ES|Q3150039J - SERVICIO NAVARRO DE EMPLEO
buscaEmpresaRE_Q3155003A|ES|Q3155003A - CENTRO ASOCIADO DE NAVARRA DE LA UNED
buscaEmpresaRE_Q3163001E|ES|Q3163001E - ILUSTRE COLEGIO DE ABOGADOS DE PAMPLONA
buscaEmpresaRE_Q3173001C|ES|Q3173001C - CAMARA OFICIAL DE COMERCIO E INDUSTRIA DE NAV ARRA
buscaEmpresaRE_R3100007H|ES|R3100007H - CONGREGACION DEL VERBO DIVINO
buscaEmpresaRE_R3100020A|ES|R3100020A - HERMANAS HOSPITALARIAS DEL SAGRADO CORAZON DE JESUS
buscaEmpresaRE_R3100065F|ES|R3100065F - COMUNIDAD DE RELIGIOSOS DE LA COMPAñIA DE     JESUS
buscaEmpresaRE_R3100071D|ES|R3100071D - ARZOBISPADO DE PAMPLONA
buscaEmpresaRE_R3100150F|ES|R3100150F - RELIGIOSAS SAGRADO CORAZON                    COLEGIO SAGRADO CORAZON
buscaEmpresaRE_R3100260C|ES|R3100260C - HERMANAS HOSPITALARIAS SAGRADO CORAZON DE     JESUS
buscaEmpresaRE_R3100274D|ES|R3100274D - HOSPITAL SAN JUAN DE DIOS-ORDEN HOSPITALARIA  SAN JUAN DE DIOS
buscaEmpresaRE_R3168001J|ES|R3168001J - UNIVERSIDAD DE NAVARRA
buscaEmpresaRE_S3100000C|ES|S3100000C - GOBIERNO DE NAVARRA
buscaEmpresaRE_S3100001A|ES|S3100001A - PARLAMENTO DE NAVARRA
buscaEmpresaRE_S3100008F|ES|S3100008F - DEPARTAMENTO DE POLITICAS SOCIALES
buscaEmpresaRE_U85902195|ES|U85902195 - CLECE SA Y TALHER SA UTE LEY 18/1982
buscaEmpresaRE_V20191458|ES|V20191458 - CAJA LABORAL FONDO DE PENSIONES
buscaEmpresaRE_V31231293|ES|V31231293 - CAJA NAVARRA GESTION 20 FONDO DE PENSIONES
buscaEmpresaRE_V31644198|ES|V31644198 - CAJA NAVARRA DINERO, FONDO DE PENSIONES
buscaEmpresaRE_V48091029|ES|V48091029 - CAJA JUAN URRUTIA ENTIDAD DE PREVISION SOCIAL VOLUNTARIA
buscaEmpresaRE_V61227047|ES|V61227047 - PENSIONS CAIXA DINERO, FONDO PENSIONES
buscaEmpresaRE_V78958642|ES|V78958642 - BBVA INDIVIDUAL FONDOS DE PENSIONES
buscaEmpresaRE_V78958931|ES|V78958931 - EUROPOPULAR-VIDA FONDO DE PENSIONES
buscaEmpresaRE_V79213898|ES|V79213898 - RGA FONDO DE PENSIONES
buscaEmpresaRE_V81271447|ES|V81271447 - SANTANDER CENTRAL HISPANO MULTIGESTION 2010   PENSIONES FONDO DE PENSIONES
buscaEmpresaRE_V81579690|ES|V81579690 - EUROPOPULAR RENTA FONDO DE PENSIONES
buscaEmpresaRE_V82739285|ES|V82739285 - SANTANDER CENTRAL HISPANO MONETARIO PENSIONES FONDO DE PENSIONES
buscaEmpresaRE_V84838176|ES|V84838176 - RGA 19 FONDO DE PENSIONES
buscaEmpresaRE_W7103457C|ES|W7103457C - KYB EUROPE  HEADQUARTERS GMBH
buscaEmpresaRE_A08000143|EU|A08000143 - BANCO DE SABADELL SA
buscaEmpresaRE_A08008450|EU|A08008450 - SCHNEIDER ELECTRIC ESPAñA SA
buscaEmpresaRE_A08057895|EU|A08057895 - FCC LOGISTICA SA
buscaEmpresaRE_A08099459|EU|A08099459 - CORTEFIEL SA
buscaEmpresaRE_A08115032|EU|A08115032 - CAPRABO SA
buscaEmpresaRE_A08168213|EU|A08168213 - ZURICH VIDA COMPAÑIA DE SEGUROS Y REASEGUROS  SA
buscaEmpresaRE_A08175994|EU|A08175994 - ACCIONA FACILITY SERVICES SA
buscaEmpresaRE_A08663619|EU|A08663619 - CAIXABANK SA
buscaEmpresaRE_A08742835|EU|A08742835 - MANPOWER TEAM EMPRESA DE TRABAJO TEMPORAL SA
buscaEmpresaRE_A08930711|EU|A08930711 - DANA AUTOMOCION SA
buscaEmpresaRE_A15022510|EU|A15022510 - ZARA ESPAñA SA
buscaEmpresaRE_A20202487|EU|A20202487 - SABICO SEGURIDAD SA
buscaEmpresaRE_A20480737|EU|A20480737 - BICOLAN EMPRESA DE TRABAJO TEMPORAL SA
buscaEmpresaRE_A28000032|EU|A28000032 - BANCO ESPAñOL DE CREDITO SA
buscaEmpresaRE_A28000727|EU|A28000727 - BANCO POPULAR ESPAñOL
buscaEmpresaRE_A28007268|EU|A28007268 - GENERALI ESPAñA SA DE SEGUROS Y REASEGUROS
buscaEmpresaRE_A28007748|EU|A28007748 - ALLIANZ COMPAÑIA SEGUROS Y REASEGUROS SA
buscaEmpresaRE_A28013050|EU|A28013050 - CAJA DE SEGUROS REUNIDOS COMPAÑIA DE SEGUROS  YRE ASEGUROS SA
buscaEmpresaRE_A28017895|EU|A28017895 - EL CORTE INGLES SA
buscaEmpresaRE_A28037224|EU|A28037224 - FOMENTO DE CONSTRUCCIONES Y CONTRATAS SA
buscaEmpresaRE_A28126597|EU|A28126597 - FOMENTO DE CENTROS DE ENSEñANZA SA
buscaEmpresaRE_A28141307|EU|A28141307 - COMPAñIA DE DISTRIBUCION INTEGRAL LOGISTA SA
